unique_id,timepoint,domain,age,gender,block_order,met_performance_criteria_typical,met_performance_criteria_stricter,D_overall,D_tt1,D_tt2,D_tt3,D_tt4,PI_overall,PI_tt1,PI_tt2,PI_tt3,PI_tt4
PTSD_102,1,Stigma - PTSD,19,Male,consistent first,TRUE,FALSE,0.3435884343683635,0.827676365738534,0.33712736063664195,0.24900162897596212,-0.07859578696095151,0.6019965277777778,0.7717013888888888,0.609375,0.5008680555555555,0.4973958333333333
PTSD_104,1,Stigma - PTSD,19,Male,consistent first,TRUE,FALSE,-0.052747825147627075,0.1897664809219465,-0.1094852711088947,-0.2818575114968315,0.1844920586087071,0.48676215277777785,0.4930555555555555,0.4930555555555555,0.42361111111111116,0.5173611111111112
PTSD_109,1,Stigma - PTSD,18,Female,consistent first,TRUE,TRUE,0.24611556945667346,0.3817841675316964,0.45507199769125894,0.22268317121025036,-0.03585977759383515,0.5638563368055555,0.6423611111111112,0.6328125,0.5251736111111112,0.4678819444444445
PTSD_111,1,Stigma - PTSD,19,Female,consistent first,TRUE,TRUE,-0.1770210454608982,0.43146960315894706,-0.6296033900372643,-0.5384573240579527,0.029729754314970033,0.44113498263888884,0.6423611111111112,0.2994791666666667,0.28125,0.48611111111111116
PTSD_115,1,Stigma - PTSD,20,Female,consistent first,TRUE,TRUE,-0.06668550514040314,0.404541573592952,0.04828047480417891,-0.2745681147884109,-0.19137103503743802,0.47043185763888884,0.6015625,0.44878472222222215,0.3645833333333333,0.4774305555555555
PTSD_116,1,Stigma - PTSD,19,Male,consistent first,TRUE,TRUE,-0.6561465659109398,-0.2012455961876014,-0.3680650042535707,-1.2655633263397288,-0.9465185360775845,0.2771809895833333,0.40798611111111116,0.3975694444444445,0.1171875,0.2100694444444445
PTSD_120,1,Stigma - PTSD,18,Female,consistent first,TRUE,TRUE,-0.18139897804014962,0.10962951737040633,-0.31911747850230104,-0.2600982563690244,-0.17218647361654102,0.4890950520833333,0.515625,0.3958333333333333,0.5434027777777778,0.5034722222222222
PTSD_122,1,Stigma - PTSD,18,Female,consistent first,TRUE,FALSE,0.2673334084790777,0.538290572174508,0.3389066172624,-0.15336158885571605,0.16790176891047137,0.5578884548611112,0.6640625,0.6050347222222222,0.40798611111111116,0.5347222222222222
PTSD_158,1,Stigma - PTSD,19,Female,consistent first,TRUE,TRUE,-0.038230166390841584,0.05554626535526745,0.31780493413629707,-0.24853705681747426,-0.2762101211863421,0.4657118055555555,0.5321180555555555,0.546875,0.3802083333333333,0.3723958333333333
PTSD_163,1,Stigma - PTSD,22,Female,consistent first,TRUE,TRUE,-0.23036349585834945,-0.053911053719448904,-0.15286288351210303,-0.8784612254822546,0.04749667935354821,0.4090169270833333,0.46701388888888884,0.4010416666666667,0.22829861111111116,0.5425347222222222
