unique_id,timepoint,domain,age,gender,block_order,met_performance_criteria_typical,met_performance_criteria_stricter,D_overall,D_tt1,D_tt2,D_tt3,D_tt4,PI_overall,PI_tt1,PI_tt2,PI_tt3,PI_tt4
ADHD_234,1,Stigma - ADHD,20,Female,consistent first,TRUE,TRUE,0.14052525104924884,0.46019328095354406,0.5807143442186135,-0.1738568747124528,-0.3808444250439753,0.5054253472222222,0.6128472222222222,0.6449652777777778,0.3515625,0.390625
ADHD_238,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,-0.03828369333113699,0.42265168456340735,0.3278583089199236,-0.25275908191831714,-0.7091767638925461,0.4793836805555555,0.6649305555555555,0.5251736111111112,0.4270833333333333,0.2864583333333333
ADHD_239,1,Stigma - ADHD,19,Male,consistent first,TRUE,TRUE,0.45279388090401457,1.1095184492941754,0.8114950083891331,-0.14304749618516308,0.2465383878963337,0.61474609375,0.84375,0.7421875,0.3975694444444445,0.5173611111111112
ADHD_243,1,Stigma - ADHD,19,Female,consistent first,TRUE,TRUE,0.008114068525520561,0.4188097876836436,0.2526435042210788,-0.3145778731618201,-0.5424490609890893,0.4779188368055555,0.5651041666666666,0.5998263888888888,0.4618055555555555,0.29253472222222215
ADHD_245,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,-0.04887823023980216,-0.3991304453519861,-0.0023380523137796574,-0.06291885323771819,0.33030767813765216,0.5324435763888888,0.4453125,0.5607638888888888,0.4713541666666667,0.6701388888888888
ADHD_250,1,Stigma - ADHD,19,Female,consistent first,TRUE,TRUE,-0.09566977679070739,0.033332950353064286,-0.29785641833056126,0.20929458603092585,-0.32354686515891257,0.4816080729166667,0.5720486111111112,0.40451388888888884,0.5355902777777778,0.41059027777777785
ADHD_252,1,Stigma - ADHD,18,Male,consistent first,TRUE,FALSE,-0.4151057543937548,-0.4810289901467982,-0.7622183808031043,-0.3041169967026625,-0.1915084321703881,0.3767903645833333,0.33420138888888884,0.26736111111111116,0.43576388888888884,0.4713541666666667
ADHD_256,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,0.01687122644636092,0.34477828384312226,0.07608990252990641,-0.007537017589749257,-0.42702863073183284,0.49517144097222215,0.6293402777777778,0.48090277777777785,0.41059027777777785,0.40190972222222215
ADHD_257,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,-0.04290958016632998,-0.10388387717753522,-0.4081041426448581,0.009911245699598645,0.315725524177101,0.5004340277777778,0.4973958333333333,0.4366319444444445,0.5251736111111112,0.5451388888888888
ADHD_261,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,0.40370778378972577,1.0741177434941895,0.1409849625865616,-0.05780623527915287,0.22853198255396986,0.6428493923611112,0.8758680555555557,0.5763888888888888,0.4600694444444445,0.6215277777777778
ADHD_263,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,0.3343431936692375,0.44731286629693423,0.33648047090916006,0.4776514710576717,0.07278033679297273,0.5700954861111112,0.6666666666666666,0.6623263888888888,0.5842013888888888,0.43315972222222215
ADHD_268,1,Stigma - ADHD,21,Female,consistent first,FALSE,FALSE,0.19009866712533507,0.7206555979182369,0.1468844409453466,-0.3974950078418598,0.38589981074712426,0.5834418402777778,0.7621527777777778,0.5260416666666666,0.40625,0.6710069444444445
ADHD_270,1,Stigma - ADHD,20,Female,consistent first,TRUE,TRUE,0.29253517375306093,-0.01843331459789542,0.1667878943605308,0.4970922797781022,0.2962599766618171,0.5539279513888888,0.546875,0.4739583333333333,0.6128472222222222,0.5668402777777778
ADHD_310,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,0.07984448948650492,0.6188277824452674,0.3262887205257343,-0.13441424455562137,-0.12332559310272022,0.5672743055555555,0.7430555555555555,0.609375,0.4461805555555555,0.4913194444444445
ADHD_311,1,Stigma - ADHD,19,Male,consistent first,TRUE,TRUE,-0.36883650391572126,-0.13221337545135312,-0.6305191302425452,-0.5442026911788387,-0.18573445290056667,0.39328342013888884,0.3897569444444445,0.38715277777777785,0.328125,0.45920138888888884
ADHD_315,1,Stigma - ADHD,18,Female,consistent first,TRUE,FALSE,0.2646231462542184,0.46375280853403683,0.4207781592305975,-0.027019589459901933,0.18648797081778543,0.5469835069444445,0.5737847222222222,0.6371527777777778,0.4149305555555555,0.5286458333333334
ADHD_317,1,Stigma - ADHD,19,Female,consistent first,TRUE,TRUE,-0.14012513063179768,0.38132223728263565,0.3799186467940938,-0.9325411709675999,-0.5051098267217405,0.45947265625,0.7083333333333334,0.6857638888888888,0.20920138888888884,0.2916666666666667
ADHD_322,1,Stigma - ADHD,19,Female,consistent first,TRUE,TRUE,0.29350931346747644,0.5743071644616281,0.18644744746930417,0.36895429384704803,0.08830646774322594,0.5749240451388888,0.7022569444444445,0.5564236111111112,0.5173611111111112,0.5104166666666666
ADHD_324,1,Stigma - ADHD,18,Female,consistent first,TRUE,FALSE,-0.2683279042948865,-0.1695997121731483,-0.11216421360463041,-0.05466199387937783,-0.729737208238332,0.44140625,0.48871527777777785,0.4973958333333333,0.4696180555555555,0.28732638888888884
ADHD_328,1,Stigma - ADHD,18,Male,consistent first,TRUE,TRUE,0.08862238879670452,0.3947108277331533,0.08722978479703278,-0.015338804993327586,-0.03055567439610766,0.5136176215277778,0.6796875,0.5338541666666666,0.4713541666666667,0.4244791666666667
ADHD_329,1,Stigma - ADHD,19,Female,consistent first,TRUE,TRUE,-0.1258609347946256,-0.05108735820143763,-0.14471351201341223,0.03845170556313764,-0.34439979219638917,0.4791124131944445,0.5399305555555555,0.4600694444444445,0.49392361111111116,0.4305555555555555
ADHD_333,1,Stigma - ADHD,19,Male,consistent first,TRUE,TRUE,0.08922979191367807,-0.07146210004986635,-0.05974256383325848,0.11370476814592242,0.36548289482078944,0.4840494791666667,0.5052083333333334,0.48784722222222215,0.36111111111111116,0.5842013888888888
ADHD_333b,1,Stigma - ADHD,NA,NA,consistent first,TRUE,TRUE,0.08922979191367807,-0.07146210004986635,-0.05974256383325848,0.11370476814592242,0.36548289482078944,0.4840494791666667,0.5052083333333334,0.48784722222222215,0.36111111111111116,0.5842013888888888
ADHD_335,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,0.21040334670156036,0.8154934651579491,-0.1437134293997755,0.06288647670703794,0.11320887776933147,0.5418836805555555,0.8758680555555557,0.4192708333333333,0.3289930555555555,0.5711805555555555
ADHD_335b,1,Stigma - ADHD,NA,NA,consistent first,TRUE,TRUE,0.21040334670156036,0.8154934651579491,-0.1437134293997755,0.06288647670703794,0.11320887776933147,0.5418836805555555,0.8758680555555557,0.4192708333333333,0.3289930555555555,0.5711805555555555
ADHD_340,1,Stigma - ADHD,18,Female,consistent first,TRUE,TRUE,-0.0089677605591091,0.8183525482567194,-0.28137072157715415,-0.5532949125071769,0.598083384126117,0.5272894965277778,0.7326388888888888,0.4453125,0.2664930555555555,0.6883680555555555
ADHD_342,1,Stigma - ADHD,22,Male,consistent first,TRUE,TRUE,-0.20374960821366817,0.1611847027280463,-0.36401127258586197,-0.4789747742969346,-0.4509116956860567,0.46723090277777785,0.7387152777777778,0.3446180555555555,0.40190972222222215,0.3307291666666667
ADHD_346,1,Stigma - ADHD,18,Male,consistent first,TRUE,TRUE,-0.30077122913055376,-0.11558116154101424,-0.22532153577473452,-0.5256867111041211,-0.4489019423648868,0.40939670138888884,0.6015625,0.4348958333333333,0.21527777777777782,0.35763888888888884
ADHD_347,1,Stigma - ADHD,19,Male,consistent first,TRUE,TRUE,-0.07688908851796451,0.011402242792509499,-0.20829246774110668,-0.2611461010525682,-0.007074980650519131,0.46804470486111116,0.6397569444444445,0.4696180555555555,0.3585069444444445,0.39496527777777785
ADHD_351,1,Stigma - ADHD,18,Female,consistent first,TRUE,FALSE,0.15258420022675925,0.48402171666355454,0.6390823538409635,-0.2912420257273363,-0.41667662100904845,0.5439995659722222,0.640625,0.7144097222222222,0.4756944444444445,0.3463541666666667
ADHD_353,1,Stigma - ADHD,18,Male,consistent first,TRUE,FALSE,0.10017089228115432,0.44450702965727223,0.4684596077174767,0.2568508231092295,-0.8229513929080525,0.4899088541666667,0.5720486111111112,0.6328125,0.4930555555555555,0.2491319444444445
ADHD_358,1,Stigma - ADHD,19,Male,consistent first,TRUE,TRUE,-0.048563187149025834,-0.1117600130981356,0.0993686100655354,-0.2537243178011405,0.09976835942016642,0.5067274305555555,0.6197916666666666,0.4756944444444445,0.39496527777777785,0.5442708333333334
ADHD_360.1,1,Stigma - ADHD,NA,NA,consistent first,TRUE,FALSE,0.010330693510442966,-0.702506737794777,0.15682721783214665,0.379539047684918,0.10106851362131891,0.4940321180555555,0.30815972222222215,0.5538194444444445,0.5963541666666666,0.5138888888888888
Death (self-other)_Participant 10so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.37313772192429767,-0.3804698785908162,-0.5322829834263995,-0.2848771286687368,-0.29665696521901774,0.4222608024691357,0.4645061728395061,0.3117283950617284,0.449074074074074,0.4567901234567901
Death (self-other)_Participant 12so,1,Death (4),NA,NA,inconsistent first,TRUE,TRUE,-0.055136028734277184,0.18545567364300672,-0.8792728800503551,0.1901333535998828,-0.39747578068170064,0.4388503086419754,0.47530864197530875,0.2098765432098766,0.6141975308641976,0.3950617283950617
Death (self-other)_Participant 13so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.12581625481342243,-0.018395621929605237,-0.17230798147040874,0.2634202613268921,-0.5174140832082359,0.4572723765432099,0.5478395061728395,0.396604938271605,0.5416666666666666,0.3688271604938272
Death (self-other)_Participant 14so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.14403406805181818,0.27271878643568437,-0.48079527187095766,-0.2858504464529136,-0.3174161030322866,0.4446373456790123,0.4367283950617284,0.2268518518518519,0.5200617283950617,0.47530864197530875
Death (self-other)_Participant 15so,1,Death (4),NA,NA,inconsistent first,TRUE,TRUE,-0.08234224630571839,-0.07569109068770431,-0.2984428640333738,0.027055045925368507,-0.08884114696690622,0.4329668209876544,0.375,0.3611111111111111,0.42746913580246904,0.5401234567901234
Death (self-other)_Participant 16so,1,Death (4),NA,NA,inconsistent first,TRUE,TRUE,0.22605358456600597,0.16646801100457445,-0.1715303408233176,0.46172392543231455,0.31293993933200037,0.5348186728395061,0.5787037037037037,0.39043209876543217,0.550925925925926,0.5679012345679012
Death (self-other)_Participant 17so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.04008807781863104,0.10415759191431066,-0.05387003307587959,-0.3074351088234163,0.22017450043071427,0.5078125,0.5756172839506173,0.4768518518518518,0.3950617283950617,0.6080246913580246
Death (self-other)_Participant 18so,1,Death (4),NA,NA,consistent first,TRUE,FALSE,0.19395474037264637,0.505865326026718,-0.3356400811248712,0.375333743274676,0.3118305787541606,0.5511188271604939,0.625,0.4506172839506173,0.5972222222222222,0.5617283950617283
Death (self-other)_Participant 19so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.179405674259858,-0.31631519918528495,-0.6677650312769462,-0.38161629098038313,0.23830674644189226,0.4039351851851851,0.42746913580246904,0.271604938271605,0.4058641975308643,0.4799382716049383
Death (self-other)_Participant 20so,1,Death (4),NA,NA,inconsistent first,TRUE,TRUE,0.5892491737187884,0.6080169481519889,0.5683496746516712,0.5582449591318601,0.6831538104697683,0.6595293209876544,0.691358024691358,0.6651234567901234,0.6234567901234568,0.6635802469135802
Death (self-other)_Participant 21so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.08258483989181516,0.4510477918216543,-0.038847560764711714,-0.23448991922295243,-0.5274374922687308,0.4402970679012345,0.6219135802469135,0.44135802469135793,0.337962962962963,0.3626543209876544
Death (self-other)_Participant 22so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.13727116542345152,-0.20527941088538074,-0.6913394607835699,-0.31249374351402825,0.5588025267369656,0.4313271604938272,0.396604938271605,0.32870370370370366,0.4212962962962962,0.595679012345679
Death (self-other)_Participant 23so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.11092856405141543,0.23660924648925907,-0.10653827601508492,0.05658168621390884,-0.5779362160409758,0.4594907407407407,0.5632716049382717,0.4876543209876544,0.4691358024691357,0.32870370370370366
Death (self-other)_Participant 24so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.31237668096911975,0.08313861550998956,-1.1319114267617687,-0.20586475029216172,-0.4484818338645863,0.4048996913580246,0.5462962962962963,0.16975308641975306,0.4027777777777778,0.4120370370370371
Death (self-other)_Participant 26so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.2590562031132006,-0.031095639909878105,-0.43000952411962107,0.1138483992493534,-0.6395930765856608,0.3936149691358024,0.396604938271605,0.2577160493827161,0.4598765432098766,0.35648148148148145
Death (self-other)_Participant 29so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,0.014409044870086781,-0.11310981350421755,-0.38585226054312766,0.009790386400816926,0.3921319258379961,0.4994212962962962,0.31018518518518523,0.40740740740740733,0.6172839506172839,0.6435185185185185
Death (self-other)_Participant 2so,1,Death (4),NA,NA,consistent first,TRUE,TRUE,-0.297885773301535,0.2588425207011106,-0.3744072609433196,-0.5431033190938799,-0.3441454027180556,0.4225501543209877,0.6003086419753088,0.39969135802469125,0.3719135802469135,0.3657407407407407
